 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
53,61625,1,1,46,117,46,46,46.0,0.0,117,117,117.0,0.0,2645.030426,32.45436105,61625.0,0.0,61625,61625,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.22718053,16.22718053,46,117,69.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,104.5,46.0,117.0,20,0,0,0,0,0,0,1,46,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,563,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,289520.4263,3552.397869,563.0,0.0,563,563,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1776.198934,1776.198934,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,32,0,0,0,0,0,0,1,51,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60207006,10,10,3022,453,1574,0,302.2,637.7853697,453,0,45.3,143.251178,57.7175354,0.332187254,3168789.789,4752893.806,10000000,32,50400000,5597282.222,5287458.078,10100000,49,60200000,6684487.222,5002004.084,10100000,272,0,0,0,0,328,328,0.166093627,0.166093627,0,1574,165.4761905,458.4953238,210217.9619,0,0,0,1,0,0,0,0,1,173.75,302.2,45.3,328,0,0,0,0,0,0,10,3022,10,453,29200,129,2,32,57927.4,21165.2643,95619,46319,10000000.0,16921.30575,10000000,9996270,BENIGN
5033,42,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,190476.1905,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23809.52381,23809.52381,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,128111,6,7,4820,4442,4165,0,803.3333333,1658.818576,1460,0,634.5714286,711.0367682,72296.68022,101.4745026,10675.91667,10320.55701,25909,30,96899,19379.8,8658.375927,27131,7600,104074,17345.66667,21973.27805,51273,68,0,0,0,0,132,152,46.83438581,54.64011677,0,4165,661.5714286,1155.42844,1335014.879,0,0,0,1,0,0,0,0,1,712.4615385,803.3333333,634.5714286,132,0,0,0,0,0,0,6,4820,7,4442,8192,76,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3567888,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.408335688,1.401389281,891972.0,1782619.395,3565901,1,3567888,891972.0,1782619.395,3565901,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.401389281,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
54410,2,2,0,483,0,483,0,241.5,341.5325753,0,0,0.0,0.0,242000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,483,322.0,278.86018,77763.0,0,1,0,0,1,0,0,0,0,483.0,241.5,0.0,64,0,0,0,0,0,0,2,483,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36282,3737235,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,9.632790017,1.605465003,747447.0,1667193.279,3729811,1,0,0.0,0.0,0,0,3735914,933978.5,1863889.634,3729811,1,0,0,0,0,20,100,0.2675775,1.337887502,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,207,2,2,78,254,39,39,39.0,0.0,127,127,127.0,0.0,1603864.734,19323.6715,69.0,78.63205453,156,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9661.835749,9661.835749,39,127,74.2,48.19958506,2323.2,0,0,0,0,0,0,0,0,1,92.75,39.0,127.0,40,0,0,0,0,0,0,2,78,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85192432,8,7,626,11595,310,0,78.25,143.0541855,5792,0,1656.428571,2118.227235,143.4517094,0.176071978,6085173.714,22700000.0,84900000,0,85200000,12200000.0,32100000.0,84900000,0,261759,43626.5,90902.55008,227083,47,0,0,0,0,252,232,0.093905055,0.082166923,0,5792,763.8125,1570.25035,2465686.163,0,0,0,0,1,0,0,0,0,814.7333333,78.25,1656.428571,252,0,0,0,0,0,0,8,626,7,11595,251,235,3,20,5.0,0.0,5,5,84900000.0,0.0,84900000,84900000,DoS
123,68697,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1397.440936,29.11335284,68697.0,0.0,68697,68697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,14.55667642,14.55667642,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3889,9,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,888888.8889,222222.2222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,111111.1111,111111.1111,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,30902,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,5824.865704,129.4414601,10300.66667,17796.25956,30850,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,64.72073005,64.72073005,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,64,0,0,0,0,0,0,2,74,2,106,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10002,94,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,85106.38298,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10638.29787,10638.29787,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,68668058,16,18,1438,7271,1045,0,89.875,263.3666329,1448,0,403.9444444,624.2548002,126.8275273,0.495135599,2080850.242,4057285.641,10000000,9,60400000,4028073.733,5077089.685,10000000,210,68600000,4037992.235,4969671.472,10000000,48,0,0,0,0,520,572,0.233004988,0.262130611,0,1448,248.8285714,501.893502,251897.0874,0,0,0,1,0,0,0,0,1,256.1470588,89.875,403.9444444,520,0,0,0,0,0,0,16,1438,18,7271,29200,0,3,32,49050.71429,70623.66368,209210,22199,9760671.857,677520.7179,10000000,8224467,BENIGN
80,98919676,6,7,310,11595,292,0,51.66666667,117.7754926,5792,0,1656.428571,2429.118623,120.3501718,0.131419759,8243306.333,28600000.0,98900000,3,98900000,19800000.0,44200000.0,98900000,4,98900000,16500000.0,40400000.0,98900000,3,0,0,0,0,164,232,0.060655273,0.070764486,0,5792,850.7857143,1851.437952,3427822.489,1,0,0,0,0,0,0,0,1,916.2307692,51.66666667,1656.428571,164,0,0,0,0,0,0,6,310,7,11595,0,235,3,20,10990.0,0.0,10990,10990,98900000.0,0.0,98900000,98900000,DoS
80,82237324,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,141.821249,0.170239002,6325948.0,21000000.0,76000000,0,82000000,11700000.0,28400000.0,76000000,0,234829,46965.8,104384.2019,233693,47,0,0,0,0,172,132,0.09727943,0.072959572,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,5.0,0.0,5,5,41000000.0,49500000.0,76000000,6028856,DDoS
80,23112,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,519.2107996,86.53513326,23112.0,0.0,23112,23112,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43.26756663,43.26756663,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,253,31,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6838834,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.386712706,0.731118784,1709708.5,3418656.375,6837693,1,6838834,1709708.5,3418656.375,6837693,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.731118784,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1141.0,0.0,1141,1141,6837693.0,0.0,6837693,6837693,DDoS
787,36,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,222222.2222,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,27777.77778,27777.77778,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
443,118537681,17,19,916,4471,252,0,53.88235294,77.374804,1430,0,235.3157895,456.8192023,45.44546472,0.303700897,3386790.886,13800000.0,58500000,1,119000000,7408605.063,20000000.0,58500000,151,119000000,6583392.444,18900000.0,58600000,1,0,0,0,0,376,392,0.143414312,0.160286584,0,1430,145.5945946,340.3116594,115812.0255,0,0,0,1,0,0,0,0,1,149.6388889,53.88235294,235.3157895,376,0,0,0,0,0,0,17,916,19,4471,8192,360,14,20,636683.5,513126.885,999519,273848,58500000.0,60165.59469,58500000,58500000,BENIGN
53,184,2,2,98,154,49,49,49.0,0.0,77,77,77.0,0.0,1369565.217,21739.13043,61.33333333,65.37838583,132,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,10869.56522,10869.56522,49,77,60.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,75.25,49.0,77.0,40,0,0,0,0,0,0,2,98,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99406612,8,6,383,11595,371,0,47.875,130.5903491,4344,0,1932.5,1754.831473,120.4950029,0.140835702,7646662.462,27500000.0,99300000,1,99300000,14200000.0,37500000.0,99300000,1,144292,28858.4,57983.80787,132183,31,0,0,0,0,240,200,0.080477544,0.060358158,0,4344,798.5333333,1423.712093,2026956.124,0,0,0,0,1,0,0,0,0,855.5714286,47.875,1932.5,240,0,0,0,0,0,0,8,383,6,11595,274,235,3,20,4894.0,0.0,4894,4894,99300000.0,0.0,99300000,99300000,DoS
53,90544,1,1,41,133,41,41,41.0,0.0,133,133,133.0,0.0,1921.717618,22.08870825,90544.0,0.0,90544,90544,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.04435413,11.04435413,41,133,71.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,107.5,41.0,133.0,32,0,0,0,0,0,0,1,41,1,133,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,738647,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15749.06552,10.83061327,105521.0,278612.2875,737354,5,860,430.0,551.5432893,820,40,738597,184649.25,368470.1081,737354,5,0,0,0,0,72,112,4.061479976,6.769133294,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,151,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1059602.649,26490.06623,50.33333333,81.11925378,144,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13245.03311,13245.03311,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60817,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,381,349,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,991659,2,2,68,192,34,34,34.0,0.0,96,96,96.0,0.0,262.1869009,4.03364463,330553.0,572530.2605,991654,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,2.016822315,2.016822315,34,96,58.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,73.5,34.0,96.0,40,0,0,0,0,0,0,2,68,2,192,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,32302,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,92.87350628,16151.0,7287.442487,21304,10998,0,0.0,0.0,0,0,10998,10998.0,0.0,10998,10998,0,0,0,0,32,64,30.95783543,61.91567086,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,425,84,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,135156,1,1,41,237,41,41,41.0,0.0,237,237,237.0,0.0,2056.882417,14.79771523,135156.0,0.0,135156,135156,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7.398857616,7.398857616,41,237,106.3333333,113.1606528,12805.33333,0,0,0,0,0,0,0,0,1,159.5,41.0,237.0,32,0,0,0,0,0,0,1,41,1,237,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84533153,5,7,356,11595,344,0,71.2,152.5293414,4344,0,1656.428571,1760.597234,141.3764846,0.141956139,7684832.091,25400000.0,84400000,6,84400000,21100000.0,42200000.0,84400000,1002,84500000,14100000.0,34400000.0,84400000,49,0,0,0,0,144,232,0.059148391,0.082807748,0,4344,919.7692308,1497.922681,2243772.359,1,0,0,0,0,0,0,0,1,996.4166667,71.2,1656.428571,144,0,0,0,0,0,0,5,356,7,11595,0,235,2,20,11997.0,0.0,11997,11997,84400000.0,0.0,84400000,84400000,DoS
53,99088,2,2,66,152,33,33,33.0,0.0,76,76,76.0,0.0,2200.064589,40.3681576,33029.33333,57205.01938,99084,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,20.1840788,20.1840788,33,76,50.2,23.55206997,554.7,0,0,0,0,0,0,0,0,1,62.75,33.0,76.0,64,0,0,0,0,0,0,2,66,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,223,2,2,60,310,30,30,30.0,0.0,155,155,155.0,0.0,1659192.825,17937.21973,74.33333333,125.2889993,219,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,8968.609865,8968.609865,30,155,80.0,68.46531969,4687.5,0,0,0,0,0,0,0,0,1,100.0,30.0,155.0,40,0,0,0,0,0,0,2,60,2,310,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
13783,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,26160413,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.076451392,26200000.0,0.0,26200000,26200000,26200000,26200000.0,0.0,26200000,26200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.076451392,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,26200000.0,0.0,26200000,26200000,DoS
24961,49,2,0,54,0,27,27,27.0,0.0,0,0,0.0,0.0,1102040.816,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,27,27,27.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40.5,27.0,0.0,40,0,0,0,0,0,0,2,54,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,102317289,8,6,1283,4041,837,0,160.375,288.8429813,1460,0,673.5,666.5885538,52.03421682,0.13682927,7870560.692,28300000.0,102000000,41,102000000,14600000.0,38600000.0,102000000,428,164636,32927.2,29958.33,56552,49,0,0,0,0,172,132,0.078188154,0.058641116,0,1460,354.9333333,523.956305,274530.2095,0,0,0,1,0,0,0,0,0,380.2857143,160.375,673.5,172,0,0,0,0,0,0,8,1283,6,4041,8192,509,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1009,2,2,84,192,42,42,42.0,0.0,96,96,96.0,0.0,273538.1566,3964.32111,336.3333333,577.3502692,1003,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,1982.160555,1982.160555,42,96,63.6,29.57701811,874.8,0,0,0,0,0,0,0,0,1,79.5,42.0,96.0,64,0,0,0,0,0,0,2,84,2,192,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60545,1,1,47,241,47,47,47.0,0.0,241,241,241.0,0.0,4756.792468,33.03328103,60545.0,0.0,60545,60545,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.51664052,16.51664052,47,241,111.6666667,112.0059522,12545.33333,0,0,0,0,0,0,0,0,1,167.5,47.0,241.0,32,0,0,0,0,0,0,1,47,1,241,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,14285792,11,8,773,5846,411,0,70.27272727,129.7552241,2273,0,730.75,876.3304579,463.3274795,1.329992765,793655.1111,2440469.227,9971727,3,14300000,1428579.2,3211363.999,9971727,3,10600000,1511543.714,3787659.326,10100000,50,0,0,0,0,232,184,0.769995811,0.559996954,0,2273,330.95,635.7662989,404198.7868,0,0,0,1,0,0,0,0,0,348.3684211,70.27272727,730.75,232,0,0,0,0,0,0,11,773,8,5846,8192,245,10,20,609136.0,0.0,609136,609136,9971727.0,0.0,9971727,9971727,BENIGN
80,1616582,2,7,20,11607,20,0,10.0,14.14213562,5840,0,1658.142857,2137.29708,7192.335434,5.567301875,202072.75,570198.5361,1613240,1,3045,3045.0,0.0,3045,3045,1616436,269406.0,658342.5301,1613240,1,0,0,0,0,52,152,1.237178194,4.330123681,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,3,1291.888889,10.0,1658.142857,52,0,0,0,0,0,0,2,20,7,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,200,2,2,78,142,39,39,39.0,0.0,71,71,71.0,0.0,1100000.0,20000.0,66.66666667,73.79250188,148,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,10000.0,10000.0,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39.0,71.0,64,0,0,0,0,0,0,2,78,2,142,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4352622,11,10,2279,6476,1970,0,207.1818182,588.0559188,1645,0,647.6,738.4368174,2011.431271,4.824678091,217631.1,882334.9161,3963617,8,4352494,435249.4,1240490.072,3963683,204,4301725,477969.4444,1322436.836,4000916,48,0,0,0,0,360,328,2.527212333,2.297465757,0,1970,397.9545455,674.2767185,454649.0931,0,0,0,1,0,0,0,0,0,416.9047619,207.1818182,647.6,360,0,0,0,0,0,0,11,2279,10,6476,29200,264,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,22417,3,6,329,11595,329,0,109.6666667,189.9482386,5792,0,1932.5,2181.008184,531917.741,401.4810189,2802.125,5089.457688,12116,9,9996,4998.0,7055.511463,9987,9,22293,4458.6,6024.865999,12116,48,0,0,0,0,104,200,133.8270063,267.6540126,0,5792,1192.4,1888.014371,3564598.267,0,0,0,1,0,0,0,0,2,1324.888889,109.6666667,1932.5,104,0,0,0,0,0,0,3,329,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
53,277,2,2,70,262,35,35,35.0,0.0,131,131,131.0,0.0,1198555.957,14440.43321,92.33333333,117.9251175,226,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,7220.216606,7220.216606,35,131,73.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,91.75,35.0,131.0,64,0,0,0,0,0,0,2,70,2,262,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48434,1,1,41,143,41,41,41.0,0.0,143,143,143.0,0.0,3798.984185,41.29330636,48434.0,0.0,48434,48434,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.64665318,20.64665318,41,143,75.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,112.5,41.0,143.0,20,0,0,0,0,0,0,1,41,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56162,59,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,830508.4746,67796.61017,19.66666667,30.61590001,55,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,20,50847.45763,16949.15254,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1951939,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,15.36933275,2.561555458,487984.75,975325.605,1950973,1,1951939,487984.75,975325.605,1950973,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.561555458,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,30589,2,2,68,232,34,34,34.0,0.0,116,116,116.0,0.0,9807.447122,130.7659616,10196.33333,17615.54908,30537,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,40,65.38298081,65.38298081,34,116,66.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,83.5,34.0,116.0,64,0,0,0,0,0,0,2,68,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41277,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,264,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98363895,8,7,377,11595,377,0,47.125,133.2896283,2896,0,1656.428571,1302.532387,121.7113251,0.152494978,7025992.5,26300000.0,98300000,1,98300000,14000000.0,37200000.0,98300000,1,34611,5768.5,9317.293979,22106,33,0,0,0,0,264,232,0.081330655,0.071164323,0,2896,748.25,1171.036948,1371327.533,0,0,0,0,1,0,0,0,0,798.1333333,47.125,1656.428571,264,0,0,0,0,0,0,8,377,7,11595,274,235,1,32,1007.0,0.0,1007,1007,98300000.0,0.0,98300000,98300000,DoS
53,69159,1,1,50,235,50,50,50.0,0.0,235,235,235.0,0.0,4120.938706,28.91886812,69159.0,0.0,69159,69159,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,14.45943406,14.45943406,50,235,111.6666667,106.8097998,11408.33333,0,0,0,0,0,0,0,0,1,167.5,50.0,235.0,20,0,0,0,0,0,0,1,50,1,235,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,13796441,4,4,142,686,43,28,35.5,8.660254038,284,59,171.5,129.9038106,60.0154779,0.57985969,1970920.143,5214381.996,13800000,3,13800000,4598762.667,7965285.394,13800000,3,13800000,4598728.667,7965226.505,13800000,3,0,0,0,0,104,104,0.289929845,0.289929845,28,284,95.11111111,107.7664656,11613.61111,0,0,0,0,0,0,0,0,1,107.0,35.5,171.5,104,0,0,0,0,0,0,4,142,4,686,-1,-1,3,20,258.0,0.0,258,258,13800000.0,0.0,13800000,13800000,BENIGN
52959,14,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,857142.8571,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,71428.57143,71428.57143,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85872032,7,6,332,11595,332,0,47.42857143,125.484205,4344,0,1932.5,1754.831473,138.8927189,0.151388056,7156002.667,24500000.0,84900000,0,85900000,14300000.0,34600000.0,84900000,0,6694,1338.8,2757.298442,6270,46,0,0,0,0,240,200,0.081516646,0.069871411,0,4344,851.9285714,1461.131725,2134905.918,0,0,0,0,1,0,0,0,0,917.4615385,47.42857143,1932.5,240,0,0,0,0,0,0,7,332,6,11595,251,235,1,32,1.0,0.0,1,1,84900000.0,0.0,84900000,84900000,DoS
